Name,Team,W,L,QS,ERA,G,GS,SV,HLD,BS,IP,H,R,ER,HR,BB,IBB,HBP,SO,K/9,BB/9,K/BB,HR/9,K%,AVG,WHIP,BABIP,LOB%,GB%,HR/FB,FIP,WAR,RA9-WAR,ADP,FPTS,FPTS/IP,SPTS,SPTS/IP,P10,P20,P30,P40,P50,P60,P70,P80,P90,TT10,TT20,TT30,TT40,TT50,TT60,TT70,TT80,TT90,NameASCII,PlayerId,MLBAMID
Brandon Sproat,NYM,3,3,4,4.12,18,8,0,1,,56,55,28,26,7,21,0,3,45,7.27,3.38,2.15,1.06,0.19,0.254,1.36,0.29,0.72,0.48,,4.33,0.51,0.50,489.05999755859375,207.30000000000007,3.7017857142857156,211.00,3.767857142857143,7.09,5.83,5.08,4.51,4.05,3.64,3.25,2.85,2.38,5.20,4.93,4.74,4.59,4.45,4.32,4.18,4.02,3.82,Brandon Sproat,33850.00,687075.00
Anthony Banda,LAD,3,3,0,4.11,55,0,0,13,,55,51,27,25,7,24,2,2,54,8.83,3.88,2.28,1.22,0.23,0.241,1.35,0.29,0.74,0.41,,4.36,0.14,0.22,999.00,270.29999999999995,4.914545454545454,266.00,4.836363636363636,6.55,5.60,5.00,4.54,4.15,3.79,3.44,3.08,2.63,5.15,4.87,4.68,4.53,4.39,4.25,4.11,3.95,3.74,Anthony Banda,14706.00,607455.00
Cole Sulser,TBR,3,3,0,4.29,55,0,0,10,,55,55,28,26,8,20,2,2,49,7.94,3.30,2.40,1.28,0.20,0.255,1.36,0.30,0.73,0.43,,4.43,0.02,0.05,999.00,237.60000000000002,4.32,243.00,4.418181818181818,6.81,5.83,5.22,4.75,4.34,3.98,3.62,3.24,2.77,5.42,5.11,4.91,4.73,4.58,4.43,4.28,4.10,3.87,Cole Sulser,15256.00,642121.00
Zach Maxwell,CIN,3,3,0,4.59,55,0,0,10,,55,51,30,28,8,30,1,2,55,8.99,4.86,1.85,1.32,0.23,0.243,1.47,0.29,0.73,0.40,,4.77,-0.15,0.04,999.00,230.00000000000003,4.1818181818181825,225.00,4.090909090909091,7.16,6.17,5.55,5.06,4.64,4.26,3.89,3.49,3.01,5.74,5.43,5.22,5.04,4.88,4.72,4.56,4.38,4.14,Zach Maxwell,31610.00,687209.00
Jordan Romano,LAA,3,3,0,4.05,55,0,0,10,,55,49,27,25,7,21,2,2,59,9.58,3.50,2.74,1.22,0.25,0.235,1.29,0.29,0.73,0.38,,4.08,0.38,0.19,595.3800048828125,282.50,5.136363636363637,273.00,4.963636363636364,6.47,5.51,4.91,4.45,4.06,3.71,3.36,3.00,2.55,5.11,4.81,4.61,4.45,4.30,4.16,4.01,3.84,3.62,Jordan Romano,16122.00,605447.00
Brant Hurter,DET,3,3,0,3.66,55,0,0,9,,55,53,24,22,6,17,2,4,49,7.95,2.71,2.94,0.92,0.21,0.249,1.27,0.30,0.73,0.47,,3.79,0.36,0.43,999.00,266.40,4.843636363636363,268.00,4.872727272727273,6.03,5.11,4.54,4.10,3.73,3.39,3.07,2.72,2.31,4.67,4.42,4.24,4.10,3.97,3.85,3.72,3.57,3.38,Brant Hurter,30133.00,676428.00
Jackson Rutledge,WSN,3,3,0,4.28,55,0,0,10,,55,53,28,26,8,20,1,3,48,7.91,3.34,2.37,1.24,0.20,0.249,1.33,0.29,0.72,0.40,,4.45,0.13,0.14,999.00,237.80,4.323636363636364,238.00,4.327272727272727,6.74,5.79,5.19,4.72,4.32,3.96,3.61,3.23,2.77,5.29,5.03,4.85,4.70,4.56,4.43,4.29,4.14,3.93,Jackson Rutledge,26215.00,671131.00
Brennan Bernardino,COL,3,3,0,4.52,55,0,0,9,,55,57,30,28,7,24,2,3,50,8.23,3.97,2.07,1.11,0.21,0.264,1.48,0.32,0.72,0.46,,4.41,0.12,0.29,999.00,227.70,4.14,239.00,4.345454545454546,7.09,6.11,5.49,5.01,4.60,4.22,3.85,3.46,2.98,5.66,5.36,5.15,4.98,4.83,4.68,4.52,4.35,4.12,Brennan Bernardino,16835.00,657514.00
Kohl Drake,ARI,3,3,3,4.24,24,6,0,1,,55,54,28,26,7,21,1,2,49,7.97,3.38,2.36,1.16,0.21,0.253,1.36,0.30,0.72,0.41,,4.29,0.30,0.47,999.00,213.49999999999997,3.8818181818181814,217.00,3.9454545454545453,7.38,6.03,5.20,4.60,4.10,3.65,3.23,2.80,2.30,5.34,5.04,4.84,4.68,4.53,4.38,4.24,4.06,3.84,Kohl Drake,sa3021723,684442.00
Mike Clevinger,,3,4,4,4.97,10,10,0,0,,54,57,32,30,9,20,0,3,41,6.74,3.24,2.08,1.50,0.17,0.265,1.41,0.29,0.70,0.37,,5.02,0.12,0.17,999.00,153.70000000000005,2.846296296296297,166.00,3.074074074074074,7.57,6.58,5.95,5.45,5.03,4.64,4.25,3.84,3.34,6.04,5.76,5.57,5.41,5.26,5.12,4.98,4.81,4.59,Mike Clevinger,12808.00,605182.00
Sam Aldegheri,LAA,2,4,2,5.01,24,6,0,1,,54,56,32,30,9,25,1,3,41,6.87,4.10,1.67,1.49,0.17,0.262,1.49,0.29,0.71,0.38,,5.30,-0.06,-0.02,999.00,145.30000000000004,2.6907407407407415,155.00,2.8703703703703702,8.37,6.95,6.08,5.43,4.88,4.39,3.93,3.45,2.88,6.10,5.82,5.62,5.46,5.31,5.17,5.02,4.85,4.63,Sam Aldegheri,26443.00,691951.00
Wade Miley,,3,4,4,4.58,10,10,0,0,,54,59,30,28,7,19,0,2,37,6.08,3.09,1.97,1.22,0.15,0.273,1.44,0.30,0.71,0.45,,4.71,0.33,0.36,999.00,171.10,3.1685185185185185,190.00,3.5185185185185186,7.22,6.22,5.59,5.10,4.68,4.30,3.92,3.52,3.03,5.77,5.46,5.25,5.07,4.92,4.76,4.60,4.43,4.19,Wade Miley,8779.00,489119.00
Sam Hentges,SFG,3,2,0,3.34,54,0,0,7,,54,49,22,20,5,18,1,2,56,9.31,3.06,3.04,0.80,0.25,0.236,1.24,0.30,0.75,0.50,,3.36,0.47,0.54,999.00,290.70000000000005,5.383333333333334,285.00,5.277777777777778,5.67,4.76,4.19,3.76,3.40,3.07,2.76,2.43,2.04,4.41,4.13,3.94,3.78,3.64,3.51,3.37,3.21,3.01,Sam Hentges,18548.00,656529.00
Nate Pearson,HOU,3,3,0,4.32,54,0,0,10,,54,50,28,26,8,23,1,2,54,9.01,3.84,2.34,1.27,0.23,0.241,1.35,0.29,0.73,0.38,,4.38,0.14,-0.02,746.9400024414062,244.20000000000005,4.522222222222223,239.00,4.425925925925926,6.82,5.84,5.23,4.75,4.35,3.98,3.62,3.24,2.77,5.40,5.11,4.90,4.74,4.59,4.44,4.29,4.12,3.90,Nate Pearson,20160.00,663878.00
Jacob Webb,CHC,3,3,0,4.34,54,0,0,11,,54,51,28,26,8,22,2,2,50,8.40,3.63,2.31,1.31,0.22,0.244,1.35,0.29,0.73,0.35,,4.50,-0.02,0.01,999.00,240.60000000000005,4.455555555555557,238.00,4.407407407407407,6.83,5.86,5.24,4.76,4.36,3.99,3.63,3.25,2.78,5.40,5.11,4.91,4.75,4.60,4.46,4.31,4.14,3.92,Jacob Webb,19274.00,657097.00
Carter Baumler,TEX,2,3,0,4.57,54,0,0,10,,54,54,29,27,8,24,1,2,46,7.72,4.04,1.91,1.26,0.20,0.254,1.44,0.29,0.72,0.41,,4.70,-0.14,-0.15,999.00,214.80000000000004,3.9777777777777783,220.00,4.074074074074074,7.20,6.18,5.54,5.04,4.62,4.23,3.85,3.45,2.96,5.82,5.47,5.23,5.03,4.85,4.68,4.50,4.31,4.05,Carter Baumler,sa3014480,691945.00
Chris Martin,TEX,3,2,0,3.39,54,0,4,12,,54,50,22,20,6,12,2,2,55,9.14,2.05,4.47,1.01,0.25,0.239,1.15,0.30,0.74,0.45,,3.35,0.71,0.58,636.6300048828125,331.80,6.144444444444445,328.00,6.074074074074074,5.69,4.78,4.21,3.78,3.42,3.09,2.78,2.45,2.06,4.41,4.13,3.95,3.80,3.66,3.53,3.40,3.25,3.05,Chris Martin,11847.00,455119.00
Brendon Little,TOR,3,2,0,3.43,54,0,0,10,,54,48,23,21,4,27,2,2,57,9.47,4.54,2.09,0.74,0.24,0.234,1.39,0.30,0.76,0.54,,3.72,0.37,0.44,999.00,292.60,5.4185185185185185,285.00,5.277777777777778,5.81,4.90,4.33,3.90,3.53,3.20,2.88,2.54,2.14,4.49,4.23,4.05,3.91,3.77,3.64,3.51,3.36,3.17,Brendon Little,21574.00,663893.00
Brusdar Graterol,LAD,3,2,0,3.62,54,0,0,11,,54,52,24,22,6,17,2,2,49,8.12,2.91,2.79,0.92,0.21,0.249,1.28,0.30,0.74,0.52,,3.75,0.49,0.47,999.00,275.60,5.1037037037037045,277.00,5.13,6.05,5.10,4.52,4.07,3.69,3.35,3.02,2.67,2.26,4.74,4.45,4.25,4.08,3.93,3.79,3.64,3.48,3.26,Brusdar Graterol,20367.00,660813.00
Ian Hamilton,ATL,3,2,0,3.85,54,0,0,10,,54,49,25,23,6,24,1,2,56,9.40,4.03,2.33,0.96,0.24,0.239,1.36,0.30,0.74,0.45,,3.90,0.28,0.37,999.00,272.40,5.044444444444444,266.00,4.925925925925926,6.29,5.34,4.75,4.29,3.90,3.55,3.21,2.85,2.42,4.94,4.65,4.45,4.29,4.15,4.01,3.86,3.70,3.48,Ian Hamilton,19261.00,641656.00
Tim Herrin,CLE,3,3,0,3.77,54,0,0,10,,54,48,25,23,6,26,1,3,57,9.47,4.28,2.21,0.93,0.24,0.234,1.36,0.30,0.74,0.45,,3.96,0.19,0.24,999.00,268.00,4.962962962962963,259.00,4.796296296296297,6.18,5.24,4.65,4.20,3.82,3.47,3.14,2.78,2.36,4.83,4.55,4.36,4.20,4.06,3.93,3.78,3.63,3.42,Tim Herrin,25139.00,682120.00
Brady Basso,ATH,3,3,0,3.81,54,0,2,9,,54,52,25,23,7,17,1,2,50,8.30,2.85,2.91,1.11,0.22,0.247,1.27,0.30,0.74,0.43,,3.95,0.34,0.39,999.00,267.30,4.95,268.00,4.962962962962963,6.22,5.28,4.68,4.23,3.85,3.50,3.16,2.80,2.38,4.88,4.59,4.40,4.23,4.09,3.95,3.80,3.64,3.43,Brady Basso,25582.00,669620.00
Brandyn Garcia,ARI,3,3,0,3.97,54,0,0,10,,54,53,26,24,5,23,1,3,48,7.96,3.89,2.05,0.86,0.20,0.254,1.41,0.31,0.73,0.50,,4.09,0.02,0.28,999.00,258.30,4.783333333333333,263.00,4.87,6.48,5.52,4.91,4.45,4.05,3.70,3.35,2.98,2.54,5.11,4.81,4.61,4.44,4.30,4.15,4.00,3.84,3.61,Brandyn Garcia,33568.00,805299.00
Ron Marinaccio,SDP,3,3,0,4.33,54,0,0,10,,54,51,28,26,7,24,1,3,50,8.33,4.05,2.06,1.17,0.21,0.244,1.39,0.29,0.72,0.41,,4.51,0.03,-0.05,999.00,239.90,4.442592592592593,238.00,4.407407407407407,6.86,5.88,5.27,4.79,4.38,4.01,3.65,3.27,2.80,5.43,5.14,4.94,4.77,4.62,4.48,4.33,4.16,3.94,Ron Marinaccio,23488.00,676760.00
Jackson Kowar,SEA,3,3,0,4.17,54,0,0,7,,54,50,27,25,7,24,1,3,52,8.70,4.07,2.14,1.15,0.22,0.240,1.38,0.29,0.73,0.42,,4.37,-0.04,-0.15,999.00,234.50,4.342592592592593,230.00,4.2592592592592595,6.69,5.71,5.09,4.62,4.22,3.85,3.49,3.11,2.66,5.32,5.00,4.79,4.61,4.46,4.30,4.14,3.97,3.73,Jackson Kowar,21549.00,663804.00
Ryan Brasier,,3,3,0,4.00,54,0,0,0,,54,53,26,24,7,17,1,2,49,8.24,2.75,2.99,1.15,0.22,0.250,1.28,0.30,0.73,0.42,,3.98,0.20,0.22,999.00,216.70,4.012962962962963,220.00,4.074074074074074,6.45,5.49,4.89,4.43,4.03,3.68,3.33,2.97,2.52,5.07,4.78,4.59,4.42,4.28,4.13,3.99,3.82,3.60,Ryan Brasier,5615.00,518489.00
Mason Barnett,ATH,3,3,2,4.58,31,5,0,1,,53,53,29,27,8,21,1,2,44,7.50,3.63,2.07,1.30,0.19,0.257,1.40,0.29,0.71,0.41,,4.69,0.21,0.19,999.00,179.00000000000006,3.377358490566039,184.00,3.4716981132075473,7.93,6.49,5.63,4.98,4.44,3.96,3.50,3.03,2.49,5.62,5.36,5.17,5.02,4.89,4.76,4.62,4.46,4.26,Mason Barnett,31741.00,686930.00
AJ Blubaugh,HOU,3,3,1,4.35,46,2,0,1,,53,51,27,26,8,21,1,2,49,8.37,3.48,2.40,1.33,0.22,0.247,1.34,0.29,0.73,0.39,,4.46,0.10,0.13,551.50,194.20000000000007,3.6641509433962276,194.00,3.660377358490566,7.42,6.09,5.29,4.69,4.21,3.77,3.36,2.93,2.44,5.35,5.09,4.91,4.76,4.63,4.50,4.37,4.22,4.01,AJ Blubaugh,31764.00,805123.00
Brent Headrick,NYY,3,2,0,3.89,53,0,0,10,,53,49,25,23,8,18,1,2,53,9.08,3.02,3.01,1.29,0.24,0.238,1.26,0.29,0.75,0.38,,4.13,0.17,0.17,748.3800048828125,252.40000000000006,4.762264150943397,247.00,4.660377358490566,6.31,5.35,4.74,4.28,3.89,3.54,3.20,2.84,2.40,4.95,4.65,4.45,4.29,4.14,4.00,3.85,3.68,3.47,Brent Headrick,27702.00,687396.00
Luis García,,3,3,0,3.87,53,0,0,0,,53,51,25,23,5,19,1,2,48,8.14,3.27,2.49,0.92,0.21,0.251,1.33,0.30,0.73,0.49,,3.87,0.26,0.27,999.00,231.10000000000005,4.360377358490567,233.00,4.40,6.34,5.39,4.79,4.33,3.94,3.59,3.24,2.88,2.45,4.94,4.67,4.48,4.33,4.19,4.05,3.91,3.76,3.55,Luis Garcia,6984.00,472610.00
Rico Garcia,BAL,3,3,0,4.30,53,0,0,7,,53,50,27,25,8,22,1,2,53,8.99,3.66,2.46,1.34,0.23,0.242,1.34,0.29,0.73,0.37,,4.40,0.00,-0.01,999.00,225.80000000000007,4.260377358490567,223.00,4.2075471698113205,6.80,5.82,5.20,4.72,4.31,3.94,3.58,3.19,2.73,5.38,5.08,4.87,4.71,4.55,4.41,4.26,4.08,3.86,Rico Garcia,20023.00,670329.00
Paul Sewald,,3,3,0,4.41,53,0,0,0,,53,50,28,26,9,19,2,3,53,8.96,3.15,2.84,1.49,0.23,0.240,1.28,0.28,0.73,0.29,,4.49,0.06,-0.03,999.00,191.50000000000006,3.613207547169812,188.00,3.547169811320755,6.90,5.91,5.28,4.80,4.39,4.01,3.65,3.26,2.79,5.46,5.16,4.95,4.78,4.63,4.48,4.33,4.16,3.93,Paul Sewald,13892.00,623149.00
JT Brubaker,SFG,3,3,0,4.07,53,0,0,5,,53,53,26,24,7,18,2,2,47,8.00,2.98,2.68,1.12,0.21,0.253,1.33,0.30,0.73,0.44,,4.10,0.09,0.07,999.00,222.30,4.194339622641509,228.00,4.30,6.57,5.60,4.99,4.52,4.12,3.76,3.41,3.04,2.59,5.16,4.87,4.68,4.52,4.37,4.23,4.08,3.92,3.70,JT Brubaker,17578.00,664141.00
Chase Petty,CIN,2,3,1,4.71,37,3,0,1,,52,54,29,27,8,21,1,2,42,7.20,3.64,1.98,1.35,0.18,0.264,1.44,0.30,0.71,0.45,,4.82,0.16,0.14,738.9400024414062,164.99999999999997,3.1730769230769225,175.00,3.3653846153846154,8.12,6.67,5.79,5.13,4.58,4.09,3.63,3.15,2.60,5.80,5.52,5.34,5.18,5.04,4.90,4.75,4.59,4.37,Chase Petty,30170.00,695534.00
Alex Lange,KCR,3,3,0,3.93,52,0,0,7,,52,47,25,23,5,26,1,3,55,9.47,4.58,2.07,0.86,0.24,0.237,1.41,0.30,0.73,0.47,,3.95,0.22,0.28,999.00,252.10000000000002,4.848076923076923,246.00,4.730769230769231,6.45,5.47,4.86,4.39,3.99,3.63,3.28,2.92,2.47,5.05,4.76,4.56,4.39,4.24,4.10,3.95,3.79,3.57,Alex Lange,19883.00,656638.00
Braydon Fisher,TOR,3,2,0,4.05,52,0,0,7,,52,47,25,23,7,22,1,2,57,9.79,3.88,2.53,1.18,0.25,0.232,1.33,0.29,0.74,0.38,,4.08,0.23,0.13,999.00,246.50000000000006,4.740384615384617,239.00,4.596153846153846,6.53,5.55,4.94,4.47,4.07,3.70,3.35,2.98,2.53,5.11,4.82,4.63,4.46,4.32,4.18,4.03,3.86,3.65,Braydon Fisher,24609.00,680755.00
Yuki Matsui,SDP,3,3,0,4.05,52,0,0,7,,52,47,25,23,7,23,2,2,53,9.23,3.98,2.32,1.24,0.24,0.236,1.35,0.29,0.75,0.36,,4.28,0.06,0.16,999.00,235.50000000000006,4.528846153846155,228.00,4.384615384615385,6.51,5.53,4.92,4.45,4.05,3.69,3.34,2.97,2.53,5.08,4.80,4.60,4.45,4.30,4.17,4.02,3.86,3.65,Yuki Matsui,33826.00,673513.00
Tyler Ferguson,ATH,3,3,0,4.25,52,0,1,6,,52,48,26,25,7,24,1,3,51,8.83,4.23,2.09,1.16,0.23,0.242,1.40,0.29,0.73,0.40,,4.40,0.06,0.18,999.00,223.90000000000003,4.305769230769231,219.00,4.211538461538462,6.78,5.80,5.17,4.69,4.29,3.92,3.55,3.17,2.71,5.32,5.04,4.84,4.68,4.54,4.40,4.25,4.09,3.87,Tyler Ferguson,19481.00,621053.00
Ben Casparius,LAD,3,3,0,4.42,52,0,0,8,,52,50,27,26,8,19,1,2,49,8.46,3.29,2.57,1.43,0.22,0.247,1.32,0.29,0.73,0.36,,4.55,0.03,0.06,735.1900024414062,223.39999999999998,4.296153846153846,223.00,4.288461538461538,6.94,5.94,5.32,4.83,4.42,4.05,3.68,3.29,2.82,5.44,5.16,4.97,4.81,4.67,4.53,4.39,4.23,4.02,Ben Casparius,30085.00,676508.00
Sam Moll,CIN,3,3,0,4.09,52,0,0,7,,52,49,26,24,7,23,2,3,51,8.81,3.96,2.23,1.13,0.23,0.245,1.38,0.30,0.74,0.45,,4.29,0.26,0.27,999.00,223.30000000000004,4.29,221.00,4.25,6.62,5.63,5.01,4.54,4.14,3.77,3.41,3.04,2.59,5.19,4.90,4.70,4.53,4.39,4.24,4.09,3.93,3.71,Sam Moll,14874.00,594580.00
Chris Roycroft,STL,2,3,0,4.10,52,0,0,7,,52,52,26,24,5,23,1,2,41,7.15,3.95,1.81,0.91,0.18,0.257,1.44,0.30,0.73,0.50,,4.31,0.03,0.08,999.00,223.10000000000002,4.290384615384616,230.00,4.423076923076923,6.68,5.69,5.07,4.60,4.19,3.83,3.47,3.09,2.63,5.23,4.94,4.75,4.59,4.44,4.30,4.16,3.99,3.78,Chris Roycroft,31261.00,688297.00
Connor Brogdon,CLE,2,3,0,4.25,52,0,0,7,,52,49,26,25,8,20,1,2,50,8.70,3.44,2.53,1.30,0.23,0.243,1.32,0.29,0.73,0.37,,4.34,0.07,0.03,999.00,220.99999999999997,4.249999999999999,218.00,4.1923076923076925,6.76,5.77,5.14,4.66,4.26,3.89,3.52,3.14,2.68,5.31,5.02,4.82,4.65,4.51,4.36,4.21,4.04,3.82,Connor Brogdon,21205.00,641401.00
Roddery Muñoz,HOU,2,3,0,4.48,52,0,0,7,,52,50,28,26,8,23,1,2,51,8.84,4.02,2.20,1.33,0.23,0.247,1.40,0.29,0.73,0.40,,4.57,-0.10,-0.13,999.00,211.39999999999998,4.065384615384615,211.00,4.0576923076923075,7.05,6.05,5.42,4.93,4.52,4.14,3.77,3.37,2.90,5.54,5.26,5.07,4.91,4.77,4.63,4.48,4.32,4.10,Roddery Munoz,25311.00,682610.00
Luis Curvelo,TEX,2,3,0,4.50,52,0,0,7,,52,51,28,26,8,22,1,2,45,7.86,3.74,2.10,1.31,0.20,0.251,1.39,0.29,0.72,0.39,,4.66,0.00,-0.16,999.00,199.79999999999998,3.842307692307692,202.00,3.8846153846153846,7.09,6.08,5.44,4.95,4.53,4.14,3.77,3.37,2.89,5.63,5.32,5.11,4.93,4.77,4.62,4.46,4.28,4.04,Luis Curvelo,24710.00,681168.00
Steven Wilson,TBR,2,3,0,4.91,52,0,0,7,,52,51,30,28,9,23,2,2,49,8.48,3.93,2.15,1.62,0.21,0.249,1.41,0.28,0.72,0.30,,5.05,-0.21,-0.32,999.00,192.50000000000003,3.7019230769230775,194.00,3.730769230769231,7.52,6.50,5.85,5.34,4.91,4.51,4.12,3.71,3.21,6.00,5.69,5.48,5.31,5.15,5.00,4.84,4.67,4.43,Steven Wilson,20353.00,621051.00
Joe Ross,,3,3,0,4.14,52,0,0,0,,52,52,26,24,7,19,3,2,44,7.65,3.22,2.37,1.15,0.20,0.256,1.36,0.30,0.73,0.43,,4.29,0.06,0.12,999.00,188.50000000000006,3.625000000000001,194.00,3.730769230769231,6.67,5.69,5.07,4.59,4.19,3.82,3.46,3.08,2.63,5.24,4.95,4.75,4.58,4.44,4.29,4.14,3.98,3.76,Joe Ross,12972.00,605452.00
RJ Petit,COL,2,3,0,4.92,52,0,0,6,,52,56,30,28,8,21,1,3,44,7.63,3.55,2.15,1.32,0.19,0.271,1.47,0.31,0.70,0.44,,4.68,-0.02,0.12,999.00,180.79999999999998,3.4769230769230766,196.00,3.769230769230769,7.63,6.59,5.93,5.42,4.98,4.58,4.19,3.77,3.26,6.12,5.80,5.58,5.39,5.23,5.06,4.90,4.71,4.46,RJ Petit,sa3017848,696275.00
Alexander Alberto,CHW,2,3,0,5.12,52,0,0,6,,52,54,32,30,7,32,1,3,38,6.56,5.55,1.18,1.19,0.16,0.267,1.66,0.30,0.71,0.47,,5.41,-0.47,-0.50,999.00,153.30000000000004,2.9480769230769237,164.00,3.1538461538461537,7.94,6.87,6.19,5.67,5.22,4.80,4.40,3.96,3.43,6.47,6.10,5.85,5.64,5.46,5.28,5.09,4.88,4.61,Alexander Alberto,sa3015986,693739.00
Hunter Harvey,CHC,3,2,0,3.35,52,0,5,13,,52,44,21,19,5,16,1,2,58,10.08,2.77,3.65,0.95,0.27,0.225,1.16,0.29,0.75,0.43,,3.31,0.73,0.63,559.4400024414062,347.90,6.690384615384615,334.00,6.423076923076923,5.65,4.72,4.15,3.71,3.35,3.02,2.71,2.38,1.99,4.36,4.08,3.89,3.74,3.60,3.47,3.33,3.17,2.97,Hunter Harvey,15507.00,640451.00
Andrew Nardi,MIA,3,2,0,3.55,52,0,0,7,,52,43,22,20,6,22,1,2,62,10.70,3.73,2.87,1.07,0.28,0.220,1.24,0.29,0.76,0.37,,3.67,0.42,0.59,999.00,279.20,5.369230769230769,262.00,5.038461538461538,5.88,4.94,4.35,3.91,3.53,3.19,2.86,2.52,2.12,4.58,4.29,4.09,3.93,3.78,3.64,3.50,3.33,3.12,Andrew Nardi,25942.00,677053.00
Jovani Morán,BOS,3,2,0,3.73,52,0,0,7,,52,47,23,22,5,23,1,2,55,9.53,3.89,2.45,0.94,0.25,0.236,1.33,0.30,0.74,0.45,,3.77,0.33,0.49,999.00,264.10,5.078846153846154,258.00,4.961538461538462,6.18,5.21,4.61,4.15,3.76,3.41,3.07,2.72,2.29,4.83,4.53,4.33,4.16,4.01,3.87,3.72,3.55,3.33,Jovani Moran,20422.00,663558.00
Porter Hodge,CHC,3,2,0,3.87,52,0,0,8,,52,45,24,22,6,26,1,2,56,9.76,4.47,2.18,1.05,0.25,0.229,1.36,0.29,0.75,0.42,,4.09,0.13,0.32,721.3099975585938,254.00,4.884615384615385,242.00,4.653846153846154,6.33,5.36,4.75,4.29,3.90,3.54,3.20,2.84,2.40,4.93,4.65,4.45,4.29,4.15,4.01,3.87,3.70,3.49,Porter Hodge,26413.00,687863.00
DL Hall,MIL,3,3,0,3.89,52,0,0,7,,52,47,24,22,6,22,1,2,52,8.98,3.79,2.37,1.10,0.23,0.238,1.33,0.29,0.74,0.41,,4.12,0.14,0.33,740.75,248.80,4.7846153846153845,242.00,4.653846153846154,6.34,5.37,4.77,4.30,3.91,3.56,3.21,2.85,2.42,4.93,4.65,4.46,4.30,4.16,4.03,3.88,3.73,3.52,DL Hall,22207.00,669084.00
Yennier Cano,BAL,3,2,0,3.73,52,0,0,5,,52,50,24,22,5,19,1,2,49,8.52,3.33,2.56,0.89,0.22,0.250,1.33,0.31,0.73,0.52,,3.76,0.35,0.25,999.00,248.30,4.78,250.00,4.8076923076923075,6.20,5.24,4.64,4.19,3.80,3.45,3.11,2.76,2.33,4.80,4.53,4.34,4.19,4.05,3.92,3.78,3.63,3.42,Yennier Cano,25911.00,666974.00
Chase Silseth,LAA,2,3,0,4.04,52,0,0,7,,52,48,25,23,6,21,1,2,51,8.85,3.69,2.40,1.12,0.23,0.243,1.34,0.30,0.73,0.45,,4.14,0.21,0.24,749.3099975585938,247.20,4.753846153846154,243.00,4.673076923076923,6.55,5.57,4.95,4.48,4.08,3.72,3.36,2.99,2.54,5.12,4.84,4.64,4.48,4.33,4.19,4.04,3.88,3.66,Chase Silseth,30074.00,681217.00
Griff McGarry,WSN,2,3,0,4.05,52,0,0,7,,52,45,25,23,6,28,1,2,55,9.58,4.86,1.97,1.04,0.24,0.231,1.41,0.29,0.74,0.41,,4.27,0.11,0.28,999.00,242.00,4.653846153846154,230.00,4.423076923076923,6.56,5.58,4.96,4.49,4.09,3.72,3.37,2.99,2.54,5.15,4.86,4.65,4.49,4.34,4.19,4.04,3.87,3.65,Griff McGarry,sa3017130,676046.00
Evan Sisk,PIT,3,3,0,3.81,52,0,0,7,,52,50,24,22,5,23,1,2,47,8.21,3.90,2.10,0.84,0.21,0.249,1.39,0.30,0.73,0.49,,3.95,0.20,0.40,999.00,240.30,4.621153846153846,242.00,4.653846153846154,6.31,5.34,4.74,4.28,3.89,3.53,3.19,2.82,2.39,4.93,4.64,4.44,4.28,4.14,3.99,3.85,3.69,3.47,Evan Sisk,24995.00,681895.00
Richard Lovelady,NYM,3,2,0,3.82,52,0,0,7,,52,49,24,22,6,19,1,3,47,8.08,3.31,2.44,1.00,0.21,0.247,1.32,0.30,0.74,0.47,,4.05,0.11,0.26,999.00,239.60,4.607692307692307,238.00,4.576923076923077,6.31,5.33,4.73,4.26,3.87,3.52,3.17,2.81,2.38,4.93,4.64,4.44,4.27,4.12,3.98,3.83,3.66,3.44,Richard Lovelady,19337.00,663992.00
Bailey Horn,DET,2,3,0,4.21,52,0,0,6,,52,50,26,24,6,23,1,2,46,7.95,4.06,1.96,1.12,0.20,0.249,1.41,0.29,0.73,0.41,,4.45,-0.10,0.06,999.00,222.00,4.269230769230769,223.00,4.288461538461538,6.77,5.78,5.15,4.67,4.26,3.89,3.53,3.14,2.68,5.33,5.03,4.83,4.66,4.51,4.36,4.21,4.04,3.81,Bailey Horn,27753.00,690544.00
Zach Pop,PHI,3,3,0,4.18,52,0,0,7,,52,54,26,24,6,19,1,2,41,7.09,3.32,2.14,1.03,0.18,0.263,1.40,0.30,0.72,0.52,,4.29,0.06,0.20,999.00,217.60,4.184615384615385,229.00,4.403846153846154,6.78,5.78,5.16,4.68,4.27,3.89,3.53,3.15,2.69,5.35,5.05,4.84,4.67,4.52,4.37,4.21,4.04,3.81,Zach Pop,20185.00,647315.00
Luke Jackson,,2,3,0,4.26,52,0,0,0,,52,50,27,25,6,24,2,2,48,8.25,4.14,1.99,1.04,0.21,0.251,1.43,0.30,0.72,0.46,,4.31,0.03,0.02,999.00,199.00,3.826923076923077,200.00,3.8461538461538463,6.85,5.85,5.22,4.74,4.32,3.95,3.58,3.20,2.73,5.40,5.10,4.89,4.73,4.57,4.43,4.27,4.10,3.87,Luke Jackson,11752.00,592426.00
